90_4	How do the freighter versions compare to each other?
90_5	Why did the A380 stop being produced?
90_6	What was Boeing's response to compete with it?
90_7	What is the newest version and what is better about it?
90_8	What are the differences between the variants?
91_1	What is the purpose of GDPR?
91_2	What is different compared to previous legislation?
91_3	What are the privacy implications of those technologies?
91_4	Oh, IP addresses are considered PII? What is the full range of personal data?
91_5	How do big companies adapt to GDPR?
91_6	OK. Tell me about the privacy issues in social networks.
91_7	What do they get in return for their privacy?
91_8	What are the symptoms of that addiction?
92_1	Do shoulder braces help recover from an injury?
92_2	Tell me more about some exercises that could help.
92_3	What are some others?
92_4	How do I know if it's serious?
92_5	When should you consider surgery?
92_6	That seems extreme. What are other ways to treat the pain?
92_7	How do I stop it from hurting at my desk?
92_8	What are the benefits of a standing one?
93_1	Tell me about purchasing a Burger King franchise.
93_2	No, not information about its acquisition. I want to know how to open a franchise.
93_3	Is there any financial support for the fee?
93_4	How much does an owner typically make?
93_5	Is it better to be a franchise or independent?
93_6	What support does it provide?
93_7	OK let's do it. What is the process?
94_1	How did snowboarding begin?
94_2	Interesting. That's later than I expected. Who were the winners?
94_3	What are strap-in bindings?
94_4	What's an alternative to this binding style?
94_5	What else do I need for my first time?
94_6	How can I teach myself to get started?
94_7	What are the best slopes in Seattle?
94_8	What are other things to do at Bachelor?
95_1	How are waste and garbage processed?
95_2	Interesting. What is the impact of burning on the environment?
95_3	So you can compact them; why does it slow the waste processing?
95_4	How is sewage recycled?
95_5	What are the pros and cons of recycling vs composting?
95_6	Tell me more about biodegradable plastics.
95_7	How are they made?
95_8	How is corn oil used?
96_1	How do you make Japanese Yakiniku?
96_2	Can the sauce be used in other dishes?
96_3	What are the best Yakiniku restaurants in Tokyo?
96_4	Tell me about three star Michelin sushi restaurants there.
96_5	Oh you need an agent to make reservations?
96_6	Tell me other fun things to do there.
96_7	What is the cost of living there compared to NYC?
96_8	What is the salary of foreign law firms there?
97_1	Who are the rivals of the Steelers?
97_2	What are notable games between Ravens versus Steelers?
97_3	And notable moments in their rivalry?
97_4	Tell me more about that Polamalu's interception.
97_5	How about his pick-6?
97_6	Tell me more about the immaculate reception.
97_7	What happened to the stadium?
97_8	Tell me more about their defense.
98_1	What is the environmental cost of food production?
98_2	Oh that much water? How is that for meat?
98_3	How much less is used for vegetables?
98_4	What are the benefits of being vegetarian?
98_5	Are there any health concerns?
98_6	What are their sources of proteins?
98_7	Oh almonds? Can you show me recipes with it?
98_8	How do you make the flour?
99_1	What is high blood carbon dioxide?
99_2	What should you do to treat it?
99_3	How about high cholesterol?
99_4	What should I eat to improve it?
99_5	What are the differences between the two fats?
99_6	So, there are two types.  Is the other fat good for you?
99_7	Oh I like fish.  What other foods are good sources?
99_8	What types does olive oil contain?
100_1	What causes my teeth to chip off?
100_2	Oh, what can they do to fix it?
100_3	I have a larger chip, how do the options different?
100_4	A crown sounds better. What about using an implant?
100_5	Which one is more expensive?
100_6	What is the coverage of the crown in insurance?
100_7	I meant medicare
100_8	Show me covered dentists in Seattle
101_1	What is Melania Trump's religion?
101_2	What did she do before she was married?
101_3	Does she have children?
101_4	How old is he?
101_5	They met at the Kit Kat Club?  Where is that?
101_6	When did she become a model?
101_7	Do we pay the First Lady?
101_8	What about Ivanka?
101_9	And Jared?
101_10	What does he do at the White House?
102_1	When did social security start in the US?
102_2	Was it mandatory?
102_3	Who received the first check?
102_4	When did the government start borrowing from it?
102_5	How much is owed?
102_6	When will it run out of money?
102_7	Wow! What will happen?
102_8	Can it be fixed?
102_9	How much of an increase?
103_1	Why were the Dead such an influential live band?
103_2	Why did they allow live recordings?
103_3	Did they have a #1 hit?
103_4	Who was the leader?
103_5	How did he lose his finger?
103_6	What was his relationship to the Airplane?
103_7	Is Cassidy about Jack Casady?
103_8	Who wrote it?
103_9	What else did they write?
103_10	Why did the band break up?
104_1	Who are some of the well-known Information Retrieval researchers?
104_2	What did he work on?
104_3	Who are some important British ones?
104_4	What did his studies contribute to evaluation?
104_5	What are some criticisms of the experiments?
104_6	How did they influence modern initiatives?
104_7	What is TREC?
104_8	What are some recent tasks?
104_9	e-Discovery?  What's that?
104_10	What are the important components of a test collection?
104_11	What about benchmarks for music?
104_12	What are important measures for web search engines?
104_13	What about online ones?
105_1	When did the Black Lives Matter campaign begin?
105_2	Tell me more about what happened.
105_3	Why was he acquitted?
105_4	And how about what happened to Brown?
105_5	Who named the movement?
105_6	What was the US reaction to it?
105_7	Tell me more about the movement of the police supporters.
105_8	Why were they killed?
105_9	What else motivates the Black Lives Matter movement?
